CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Cell,CustomerSegment
12523,4392,2,6556.2413,2,2,1,221,Needs Attention
12841,4338,2,6556.2413,1,2,1,121,Needs Attention
13846,4431,2,6556.2413,3,2,1,321,Potential Loyalist
13678,4456,2,6556.2413,3,2,1,321,Potential Loyalist
16636,4346,2,6555.6778,1,2,1,121,Needs Attention
11601,4532,2,6555.1032,4,2,1,421,Potential Loyalist
13564,4352,2,6555.1032,1,2,1,121,Needs Attention
16656,4338,2,6552.9042,1,2,1,121,Needs Attention
14159,4404,2,6552.9042,2,2,1,221,Needs Attention
12882,4436,2,6552.9042,3,2,1,321,Potential Loyalist
11665,4645,2,6552.9042,5,1,1,511,Potential Loyalist
12059,4637,2,6552.9042,5,1,1,511,Potential Loyalist
11319,4635,2,6552.9042,5,1,1,511,Potential Loyalist
12155,4605,2,6552.9042,5,1,1,511,Potential Loyalist
11629,4582,2,6552.9042,4,1,1,411,Potential Loyalist
11515,4580,2,6552.9042,4,1,1,411,Potential Loyalist
12112,4613,2,6552.9042,5,1,1,511,Potential Loyalist
12172,4613,2,6552.9042,5,1,1,511,Potential Loyalist
12109,4496,2,6552.9042,3,1,1,311,Potential Loyalist
12180,4505,2,6552.9042,4,1,1,411,Potential Loyalist
11830,4660,2,6552.9042,5,1,1,511,Potential Loyalist
12173,4626,2,6551.7992,5,1,1,511,Potential Loyalist
11809,4529,2,6551.7992,4,2,1,421,Potential Loyalist
12761,4469,2,6551.7992,3,2,1,321,Potential Loyalist
12474,4437,2,6550.7163,3,2,1,321,Potential Loyalist
13772,4427,2,6550.7163,3,2,1,321,Potential Loyalist
26057,4486,2,6549.8986,3,1,1,311,Potential Loyalist
12485,4424,2,6545.4565,2,2,1,221,Needs Attention
14777,4394,2,6545.1692,2,2,1,221,Needs Attention
12280,4465,2,6545.1692,3,2,1,321,Potential Loyalist
13504,4338,2,6545.1692,1,2,1,121,Needs Attention
12618,4372,2,6545.1692,2,2,1,221,Needs Attention
13543,4332,2,6545.1692,1,2,1,121,Needs Attention
11873,4533,2,6545.1692,4,2,1,421,Potential Loyalist
11837,4639,2,6545.1692,5,1,1,511,Potential Loyalist
12817,4378,2,6544.3957,2,2,1,221,Needs Attention
13552,4340,2,6544.3957,1,2,1,121,Needs Attention
12913,4393,2,6544.3957,2,2,1,221,Needs Attention
11298,4638,2,6544.0642,5,1,1,511,Potential Loyalist
11606,4511,2,6544.0642,4,1,1,411,Potential Loyalist
11266,4670,2,6544.0642,5,1,1,511,Potential Loyalist
11281,4679,2,6542.915,5,1,1,511,Potential Loyalist
11799,4530,2,6542.915,4,2,1,421,Potential Loyalist
12435,4480,2,6541.8653,3,1,1,311,Potential Loyalist
12156,4627,2,6541.8653,5,1,1,511,Potential Loyalist
11534,4645,2,6541.3017,5,1,1,511,Potential Loyalist
12520,4405,2,6541.3017,2,2,1,221,Needs Attention
11535,4616,2,6540.7271,5,1,1,511,Potential Loyalist
16347,4334,2,6539.9426,1,2,1,121,Needs Attention
16348,4333,2,6539.6553,1,2,1,121,Needs Attention
13513,4352,2,6539.6553,1,2,1,121,Needs Attention
12614,4396,2,6539.6553,2,2,1,221,Needs Attention
13546,4344,2,6539.6553,1,2,1,121,Needs Attention
15087,4329,2,6538.5503,1,2,1,121,Needs Attention
13845,4423,2,6538.5503,2,2,1,221,Needs Attention
12901,4447,2,6538.5503,3,2,1,321,Potential Loyalist
12830,4329,2,6536.6718,1,2,1,121,Needs Attention
12749,4383,2,6536.6718,2,2,1,221,Needs Attention
16616,4351,2,6536.6718,1,2,1,121,Needs Attention
11742,4548,2,6536.6718,4,2,1,421,Potential Loyalist
12448,4478,2,6536.6718,3,1,1,311,Potential Loyalist
11516,4523,2,6536.6718,4,2,1,421,Potential Loyalist
11536,4610,2,6536.6718,5,1,1,511,Potential Loyalist
11327,4658,2,6536.6718,5,1,1,511,Potential Loyalist
11777,4517,2,6536.6607,4,1,1,411,Potential Loyalist
12904,4446,2,6536.6607,3,2,1,321,Potential Loyalist
12440,4503,2,6534.1413,4,1,1,411,Potential Loyalist
11775,4536,2,6534.1413,4,2,1,421,Potential Loyalist
11625,4577,2,6534.1413,4,2,1,421,Potential Loyalist
11607,4529,2,6534.1303,4,2,1,421,Potential Loyalist
11772,4555,2,6534.1303,4,2,1,421,Potential Loyalist
12016,4538,2,6534.1303,4,1,1,411,Potential Loyalist
12027,4483,2,6534.1303,3,1,1,311,Potential Loyalist
12179,4501,2,6534.1303,4,1,1,411,Potential Loyalist
13661,4472,2,6534.1303,3,1,1,311,Potential Loyalist
12082,4606,2,6534.1303,5,1,1,511,Potential Loyalist
12162,4606,2,6534.1303,5,1,1,511,Potential Loyalist
12186,4623,2,6534.1303,5,1,1,511,Potential Loyalist
12772,4458,2,6534.1303,3,2,1,321,Potential Loyalist
14792,4389,2,6534.1303,2,2,1,221,Needs Attention
15668,4334,2,6534.1303,1,2,1,121,Needs Attention
14831,4373,2,6533.5667,2,2,1,221,Needs Attention
11945,4419,2,6531.1578,2,2,1,221,Needs Attention
14165,4409,2,6531.1578,2,2,1,221,Needs Attention
11954,4521,2,6531.1578,4,1,1,411,Potential Loyalist
12025,4526,2,6531.1578,4,2,1,421,Potential Loyalist
11227,4649,2,6530.7932,5,1,1,511,Potential Loyalist
11292,4690,2,6530.7932,5,1,1,511,Potential Loyalist
13537,4334,2,6530.7932,1,2,1,121,Needs Attention
13767,4343,2,6530.7932,1,2,1,121,Needs Attention
11708,4542,2,6528.8926,4,1,1,411,Potential Loyalist
12120,4480,2,6528.6274,3,1,1,311,Potential Loyalist
12170,4623,2,6528.6274,5,1,1,511,Potential Loyalist
12164,4630,2,6528.6274,5,1,1,511,Potential Loyalist
13820,4423,2,6528.6274,2,2,1,221,Needs Attention
12881,4439,2,6528.6274,3,2,1,321,Potential Loyalist
12480,4422,2,6528.6163,2,2,1,221,Needs Attention
12773,4469,2,6528.6163,3,2,1,321,Potential Loyalist
16639,4337,2,6528.6163,1,2,1,121,Needs Attention
15619,4338,2,6528.6163,1,2,1,121,Needs Attention
13545,4344,2,6528.6163,1,2,1,121,Needs Attention
13548,4329,2,6528.6163,1,2,1,121,Needs Attention
12423,4368,2,6528.6163,1,2,1,121,Needs Attention
13538,4352,2,6528.6163,1,2,1,121,Needs Attention
14776,4410,2,6528.6163,2,2,1,221,Needs Attention
12820,4388,2,6528.6163,2,2,1,221,Needs Attention
12549,4396,2,6528.6163,2,2,1,221,Needs Attention
12104,4623,2,6528.6163,5,1,1,511,Potential Loyalist
12206,4623,2,6528.6163,5,1,1,511,Potential Loyalist
12187,4620,2,6528.6163,5,1,1,511,Potential Loyalist
12209,4579,2,6528.6163,4,1,1,411,Potential Loyalist
12771,4471,2,6528.6163,3,1,1,311,Potential Loyalist
12756,4473,2,6528.6163,3,1,1,311,Potential Loyalist
12211,4494,2,6528.6163,3,1,1,311,Potential Loyalist
16661,4347,2,6528.6163,1,2,1,121,Needs Attention
11593,4520,2,6528.6163,4,2,1,421,Potential Loyalist
11278,4687,2,6528.6163,5,1,1,511,Potential Loyalist
11834,4646,2,6528.6163,5,1,1,511,Potential Loyalist
15925,4459,3,6525.9202,3,1,1,311,Potential Loyalist
11289,4674,2,6525.5555,5,1,1,511,Potential Loyalist
11690,4574,2,6524.1742,4,2,1,421,Potential Loyalist
12362,4579,2,6524.1742,4,1,1,411,Potential Loyalist
14700,4402,2,6524.1742,2,2,1,221,Needs Attention
16350,4333,2,6523.025,1,2,1,121,Needs Attention
12102,4631,2,6523.025,5,1,1,511,Potential Loyalist
11885,4655,2,6520.1078,5,1,1,511,Potential Loyalist
11678,4654,2,6520.1078,5,1,1,511,Potential Loyalist
12777,4473,2,6520.1078,3,1,1,311,Potential Loyalist
11812,4521,2,6520.1078,4,1,1,411,Potential Loyalist
16637,4347,2,6520.1078,1,2,1,121,Needs Attention
12096,4489,2,6520.1078,3,1,1,311,Potential Loyalist
12442,4476,2,6520.1078,3,1,1,311,Potential Loyalist
11774,4526,2,6520.1078,4,2,1,421,Potential Loyalist
11825,4647,2,6520.1078,5,1,1,511,Potential Loyalist
16631,4334,2,6520.1078,1,2,1,121,Needs Attention
15081,4336,2,6520.1078,1,2,1,121,Needs Attention
16657,4350,2,6520.1078,1,2,1,121,Needs Attention
13666,4351,2,6520.1078,1,2,1,121,Needs Attention
14720,4392,2,6520.1078,2,2,1,221,Needs Attention
12884,4431,2,6520.1078,3,2,1,321,Potential Loyalist
12483,4432,2,6517.5774,3,2,1,321,Potential Loyalist
12464,4434,2,6517.5774,3,2,1,321,Potential Loyalist
13689,4454,2,6517.5774,3,2,1,321,Potential Loyalist
12912,4393,2,6517.5774,2,2,1,221,Needs Attention
12834,4354,2,6517.5774,1,2,1,121,Needs Attention
12547,4416,2,6517.5774,2,2,1,221,Needs Attention
16612,4329,2,6517.5774,1,2,1,121,Needs Attention
15669,4341,2,6517.5774,1,2,1,121,Needs Attention
16660,4344,2,6517.5774,1,2,1,121,Needs Attention
16349,4338,2,6517.5774,1,2,1,121,Needs Attention
11817,4647,2,6517.5774,5,1,1,511,Potential Loyalist
11329,4649,2,6517.5774,5,1,1,511,Potential Loyalist
11675,4650,2,6517.5774,5,1,1,511,Potential Loyalist
11743,4554,2,6517.5774,4,2,1,421,Potential Loyalist
11624,4576,2,6517.5774,4,2,1,421,Potential Loyalist
11811,4522,2,6517.5774,4,2,1,421,Potential Loyalist
12383,4470,2,6517.5774,3,1,1,311,Potential Loyalist
12212,4502,2,6517.5774,4,1,1,411,Potential Loyalist
12438,4594,2,6517.5774,5,1,1,511,Potential Loyalist
11826,4644,2,6517.5774,5,1,1,511,Potential Loyalist
12917,4581,2,6517.5774,4,1,1,411,Potential Loyalist
12364,4600,2,6517.5774,5,1,1,511,Potential Loyalist
12069,4632,2,6516.7707,5,1,1,511,Potential Loyalist
16607,4349,2,6516.7707,1,2,1,121,Needs Attention
11886,4522,2,6516.7707,4,2,1,421,Potential Loyalist
11296,4661,2,6516.7707,5,1,1,511,Potential Loyalist
11683,4652,2,6516.4392,5,1,1,511,Potential Loyalist
11924,4520,2,6516.4392,4,1,1,411,Potential Loyalist
15088,4329,2,6515.29,1,2,1,121,Needs Attention
12915,4407,2,6515.29,2,2,1,221,Needs Attention
15089,4344,2,6514.2403,1,2,1,121,Needs Attention
16620,4353,2,6514.2403,1,2,1,121,Needs Attention
11538,4630,2,6514.2403,5,1,1,511,Potential Loyalist
12151,4625,2,6514.2403,5,1,1,511,Potential Loyalist
11591,4547,2,6514.2403,4,2,1,421,Potential Loyalist
12190,4627,2,6509.0357,5,1,1,511,Potential Loyalist
11274,4635,2,6506.5053,5,1,1,511,Potential Loyalist
11937,4507,2,6506.5053,4,1,1,411,Potential Loyalist
12110,4482,2,6506.5053,3,1,1,311,Potential Loyalist
11522,4658,2,6506.5053,5,1,1,511,Potential Loyalist
12849,4334,2,6506.5053,1,2,1,121,Needs Attention
12561,4404,2,6506.5053,2,2,1,221,Needs Attention
12522,4406,2,6506.5053,2,2,1,221,Needs Attention
15083,4357,2,6506.5053,1,2,1,121,Needs Attention
13847,4445,2,6506.5053,3,2,1,321,Potential Loyalist
29584,4357,7,6504.8271,1,1,1,111,Lost
12255,4489,2,6500.9913,3,1,1,311,Potential Loyalist
12866,4342,2,6500.9913,1,2,1,121,Needs Attention
12717,4380,2,6500.9913,2,2,1,221,Needs Attention
29833,4723,4,6496.4491,5,1,1,511,Potential Loyalist
12441,4487,2,6492.4828,3,1,1,311,Potential Loyalist
11592,4558,2,6492.4828,4,2,1,421,Potential Loyalist
11303,4636,2,6492.4828,5,1,1,511,Potential Loyalist
11531,4651,2,6492.4828,5,1,1,511,Potential Loyalist
11628,4600,2,6492.4828,5,1,1,511,Potential Loyalist
12184,4613,2,6492.4828,5,1,1,511,Potential Loyalist
12207,4589,2,6492.4828,5,1,1,511,Potential Loyalist
14705,4389,2,6492.4828,2,2,1,221,Needs Attention
12468,4430,2,6492.4828,3,2,1,321,Potential Loyalist
12883,4424,2,6492.4828,2,2,1,221,Needs Attention
13687,4450,2,6489.9524,3,2,1,321,Potential Loyalist
12267,4462,2,6489.9524,3,2,1,321,Potential Loyalist
16351,4353,2,6489.9524,1,2,1,121,Needs Attention
14794,4374,2,6489.9524,2,2,1,221,Needs Attention
16658,4342,2,6489.9524,1,2,1,121,Needs Attention
12076,4616,2,6489.9524,5,1,1,511,Potential Loyalist
12174,4609,2,6489.9524,5,1,1,511,Potential Loyalist
11537,4607,2,6489.9524,5,1,1,511,Potential Loyalist
11983,4638,2,6489.9524,5,1,1,511,Potential Loyalist
11317,4641,2,6489.9524,5,1,1,511,Potential Loyalist
12217,4502,2,6489.9524,4,1,1,411,Potential Loyalist
11611,4510,2,6489.9524,4,1,1,411,Potential Loyalist
11778,4510,2,6489.9524,4,1,1,411,Potential Loyalist
12290,4474,2,6489.9524,3,1,1,311,Potential Loyalist
11779,4516,2,6489.9524,4,1,1,411,Potential Loyalist
16659,4347,2,6489.9524,1,2,1,121,Needs Attention
11696,4571,2,6489.9524,4,2,1,421,Potential Loyalist
11956,4538,2,6489.9524,4,1,1,411,Potential Loyalist
11291,4671,2,6489.9524,5,1,1,511,Potential Loyalist
11129,4681,2,6489.9524,5,1,1,511,Potential Loyalist
26018,4503,2,6485.2893,4,1,1,411,Potential Loyalist
26041,4491,2,6476.383,3,1,1,311,Potential Loyalist
26114,4472,2,6467.5982,3,1,1,311,Potential Loyalist
25990,4498,2,6460.9793,3,1,1,311,Potential Loyalist
30053,4357,3,6460.1327,1,1,1,111,Lost
26096,4464,2,6457.1118,3,2,1,321,Potential Loyalist
16393,4402,3,6454.7167,2,1,1,211,Needs Attention
26061,4500,2,6451.0453,3,1,1,311,Potential Loyalist
26056,4499,2,6451.0453,3,1,1,311,Potential Loyalist
26058,4494,2,6451.0453,3,1,1,311,Potential Loyalist
11380,4656,2,6450.8906,5,1,1,511,Potential Loyalist
12123,4366,4,6450.8113,1,1,1,111,Lost
26066,4491,2,6444.3822,3,1,1,311,Potential Loyalist
12133,4355,4,6442.9011,1,1,1,111,Lost
26091,4478,2,6439.9732,3,1,1,311,Potential Loyalist
25974,4489,2,6430.0503,3,1,1,311,Potential Loyalist
25982,4490,2,6430.0503,3,1,1,311,Potential Loyalist
25924,4485,2,6430.0503,3,1,1,311,Potential Loyalist
25980,4500,2,6430.0503,3,1,1,311,Potential Loyalist
25962,4502,2,6430.0503,4,1,1,411,Potential Loyalist
25872,4515,2,6430.0503,4,1,1,411,Potential Loyalist
26090,4455,2,6430.0503,3,2,1,321,Potential Loyalist
19997,4387,2,6425.553,2,2,1,221,Needs Attention
25978,4488,2,6423.4203,3,1,1,311,Potential Loyalist
25943,4497,2,6417.8732,3,1,1,311,Potential Loyalist
19844,4378,2,6417.7627,2,2,1,221,Needs Attention
25975,4493,2,6416.7682,3,1,1,311,Potential Loyalist
16566,4358,3,6416.0196,1,1,1,111,Lost
18005,4367,3,6414.3842,1,1,1,111,Lost
17976,4391,3,6410.5277,2,1,1,211,Needs Attention
26107,4458,2,6409.3647,3,2,1,321,Potential Loyalist
26089,4457,2,6406.8343,3,2,1,321,Potential Loyalist
25868,4534,2,6406.8343,4,2,1,421,Potential Loyalist
26060,4498,2,6402.4253,3,1,1,311,Potential Loyalist
26012,4504,2,6402.4253,4,1,1,411,Potential Loyalist
26111,4456,2,6402.4253,3,2,1,321,Potential Loyalist
26112,4466,2,6402.4253,3,2,1,321,Potential Loyalist
26083,4451,2,6402.4253,3,2,1,321,Potential Loyalist
26116,4452,2,6402.4253,3,2,1,321,Potential Loyalist
26098,4468,2,6401.3203,3,2,1,321,Potential Loyalist
25973,4500,2,6401.3203,3,1,1,311,Potential Loyalist
25901,4534,2,6401.3203,4,2,1,421,Potential Loyalist
17986,4365,3,6398.9031,1,1,1,111,Lost
16392,4416,3,6393.9527,2,1,1,211,Needs Attention
17983,4409,3,6391.7206,2,1,1,211,Needs Attention
26055,4501,2,6391.3864,3,1,1,311,Potential Loyalist
25979,4497,2,6391.3864,3,1,1,311,Potential Loyalist
25867,4510,2,6391.3864,4,1,1,411,Potential Loyalist
25972,4488,2,6387.994,3,1,1,311,Potential Loyalist
29493,5119,4,6387.5291,5,1,1,511,Potential Loyalist
18133,4438,3,6387.4166,3,1,1,311,Potential Loyalist
25903,4534,2,6379.2093,4,2,1,421,Potential Loyalist
26097,4456,2,6379.2093,3,2,1,321,Potential Loyalist
20034,4364,2,6375.8059,1,2,1,121,Needs Attention
16426,4384,3,6374.0407,2,1,1,211,Needs Attention
26070,4482,2,6373.6953,3,1,1,311,Potential Loyalist
26106,4475,2,6373.6953,3,1,1,311,Potential Loyalist
26011,4480,2,6373.6953,3,1,1,311,Potential Loyalist
26075,4500,2,6373.6953,3,1,1,311,Potential Loyalist
26082,4462,2,6373.6953,3,2,1,321,Potential Loyalist
26084,4464,2,6373.6953,3,2,1,321,Potential Loyalist
19830,4385,2,6371.3417,2,2,1,221,Needs Attention
18139,4439,3,6369.6924,3,1,1,311,Potential Loyalist
14214,4474,3,6364.6545,3,1,1,311,Potential Loyalist
26042,4480,2,6363.7614,3,1,1,311,Potential Loyalist
25976,4485,2,6363.7614,3,1,1,311,Potential Loyalist
25891,4527,2,6363.7614,4,2,1,421,Potential Loyalist
26110,4469,2,6363.7614,3,2,1,321,Potential Loyalist
11332,4684,2,6359.2419,5,1,1,511,Potential Loyalist
17964,4389,3,6354.1507,2,1,1,211,Needs Attention
20182,4381,2,6353.7169,2,2,1,221,Needs Attention
11338,4691,2,6348.1698,5,1,1,511,Potential Loyalist
11335,4686,2,6347.3963,5,1,1,511,Potential Loyalist
14219,4451,3,6347.3628,3,1,1,311,Potential Loyalist
15924,4478,3,6347.1228,3,1,1,311,Potential Loyalist
18130,4469,3,6347.0841,3,1,1,311,Potential Loyalist
18140,4432,3,6344.2553,3,1,1,311,Potential Loyalist
18125,4476,3,6342.1448,3,1,1,311,Potential Loyalist
16424,4412,3,6340.9128,2,1,1,211,Needs Attention
18134,4433,3,6334.3766,3,1,1,311,Potential Loyalist
11395,4639,2,6331.6169,5,1,1,511,Potential Loyalist
13967,4328,3,6322.7087,1,1,1,111,Lost
30104,4784,4,6322.6323,5,1,1,511,Potential Loyalist
12287,4544,3,6321.007,4,1,1,411,Potential Loyalist
16425,4415,3,6319.1553,2,1,1,211,Needs Attention
13108,4342,3,6319.119,1,1,1,111,Lost
13112,4344,3,6318.2666,1,1,1,111,Lost
13010,4405,3,6316.7542,2,1,1,211,Needs Attention
14236,4391,3,6309.8038,2,1,1,211,Needs Attention
19855,4365,2,6309.5059,1,2,1,121,Needs Attention
13111,4350,3,6306.4556,1,1,1,111,Lost
18019,4359,3,6305.5528,1,1,1,111,Lost
13106,4373,3,6295.7592,2,1,1,211,Needs Attention
14220,4458,3,6294.2896,3,1,1,311,Potential Loyalist
20035,4376,2,6292.953,2,2,1,221,Needs Attention
12998,4442,3,6292.8626,3,1,1,311,Potential Loyalist
14064,4459,3,6292.1017,3,1,1,311,Potential Loyalist
12608,4422,3,6287.3155,2,1,1,211,Needs Attention
14234,4425,3,6284.9302,2,1,1,211,Needs Attention
12271,4552,3,6279.9135,4,1,1,411,Potential Loyalist
13109,4347,3,6279.6026,1,1,1,111,Lost
14235,4403,3,6278.8306,2,1,1,211,Needs Attention
29991,4388,7,6276.6629,2,1,1,211,Needs Attention
12460,4520,3,6275.1937,4,1,1,411,Potential Loyalist
14063,4476,3,6272.2559,3,1,1,311,Potential Loyalist
12873,4400,3,6272.2448,2,1,1,211,Needs Attention
13007,4397,3,6266.7198,2,1,1,211,Needs Attention
13118,4333,3,6265.2376,1,1,1,111,Lost
12277,4545,3,6261.5042,4,1,1,411,Potential Loyalist
13517,4384,3,6261.348,2,1,1,211,Needs Attention
12859,4401,3,6261.1728,2,1,1,211,Needs Attention
14215,4478,3,6260.8066,3,1,1,311,Potential Loyalist
12473,4509,3,6260.0677,4,1,1,411,Potential Loyalist
12615,4397,3,6257.8688,2,1,1,211,Needs Attention
14211,4473,3,6257.5026,3,1,1,311,Potential Loyalist
12264,4545,3,6257.5026,4,1,1,411,Potential Loyalist
14230,4421,3,6256.3977,2,1,1,211,Needs Attention
12612,4443,3,6251.9887,3,1,1,311,Potential Loyalist
14226,4441,3,6250.1449,3,1,1,311,Potential Loyalist
14261,4370,3,6247.5797,2,1,1,211,Needs Attention
14216,4475,3,6247.5797,3,1,1,311,Potential Loyalist
14262,4349,3,6246.0563,1,1,1,111,Lost
14058,4475,3,6246.0342,3,1,1,311,Potential Loyalist
12486,4503,3,6245.9002,4,1,1,411,Potential Loyalist
14218,4460,3,6245.3255,3,1,1,311,Potential Loyalist
13050,4380,3,6244.6309,2,1,1,211,Needs Attention
13107,4365,3,6244.2426,1,1,1,111,Lost
14050,4474,3,6243.5148,3,1,1,311,Potential Loyalist
12599,4468,3,6242.3767,3,1,1,311,Potential Loyalist
13134,4348,3,6242.0547,1,1,1,111,Lost
14263,4345,3,6240.9608,1,1,1,111,Lost
14062,4462,3,6240.9497,3,1,1,311,Potential Loyalist
13049,4382,3,6240.1777,2,1,1,211,Needs Attention
12289,4548,3,6238.6734,4,1,1,411,Potential Loyalist
13957,4335,3,6237.9898,1,1,1,111,Lost
14046,4462,3,6237.9898,3,1,1,311,Potential Loyalist
14047,4465,3,6236.1113,3,1,1,311,Potential Loyalist
14238,4397,3,6235.4026,2,1,1,211,Needs Attention
12991,4430,3,6234.2976,3,1,1,311,Potential Loyalist
13554,4384,3,6233.5809,2,1,1,211,Needs Attention
12874,4412,3,6230.5864,2,1,1,211,Needs Attention
12560,4461,3,6228.7726,3,1,1,311,Potential Loyalist
12609,4426,3,6228.7726,3,1,1,311,Potential Loyalist
12394,4525,3,6227.6787,4,1,1,411,Potential Loyalist
12559,4460,3,6225.4687,3,1,1,311,Potential Loyalist
12623,4412,3,6221.3802,2,1,1,211,Needs Attention
12284,4549,3,6215.9009,4,1,1,411,Potential Loyalist
13551,4386,3,6213.3247,2,1,1,211,Needs Attention
14210,4450,3,6211.4699,3,1,1,311,Potential Loyalist
14224,4476,3,6211.4462,3,1,1,311,Potential Loyalist
14070,4466,3,6208.9158,3,1,1,311,Potential Loyalist
12459,4523,3,6208.4863,4,1,1,411,Potential Loyalist
14071,4478,3,6207.7998,3,1,1,311,Potential Loyalist
14065,4468,3,6197.4474,3,1,1,311,Potential Loyalist
14051,4466,3,6195.6337,3,1,1,311,Potential Loyalist
12382,4533,3,6194.917,4,1,1,411,Potential Loyalist
14225,4452,3,6192.3297,3,1,1,311,Potential Loyalist
13553,4368,3,6191.5799,1,1,1,111,Lost
13105,4385,3,6171.9204,2,1,1,211,Needs Attention
13110,4351,3,6170.2519,1,1,1,111,Lost
12283,4559,3,6169.1137,4,1,1,411,Potential Loyalist
13038,4399,3,6167.292,2,1,1,211,Needs Attention
12380,4520,3,6155.0912,4,1,1,411,Potential Loyalist
12343,4427,3,6152.5608,3,1,1,311,Potential Loyalist
29542,4388,4,6104.5688,2,1,1,211,Needs Attention
14719,4333,3,6091.0474,1,1,1,111,Lost
29788,4723,7,6040.9608,5,1,1,511,Potential Loyalist
16580,4474,3,5999.8849,3,1,1,311,Potential Loyalist
13823,4372,3,5959.6076,2,1,1,211,Needs Attention
29849,4693,7,5959.037,5,1,1,511,Potential Loyalist
14714,4329,3,5951.8395,1,1,1,111,Lost
20429,4450,2,5942.4138,3,2,1,321,Potential Loyalist
19592,4557,2,5941.8392,4,2,1,421,Potential Loyalist
18739,4614,2,5935.7728,5,1,1,511,Potential Loyalist
15931,4468,3,5925.3305,3,1,1,311,Potential Loyalist
19557,4585,2,5920.8553,5,1,1,511,Potential Loyalist
18701,4651,2,5920.3028,5,1,1,511,Potential Loyalist
20241,4489,2,5908.6892,3,1,1,311,Potential Loyalist
23486,4530,2,5904.2692,4,2,1,421,Potential Loyalist
20216,4535,2,5899.3078,4,2,1,421,Potential Loyalist
30089,4357,4,5894.0226,1,1,1,111,Lost
18468,4687,2,5893.2413,5,1,1,511,Potential Loyalist
20211,4538,2,5893.2413,4,1,1,411,Potential Loyalist
20249,4485,2,5893.2413,3,1,1,311,Potential Loyalist
20264,4486,2,5893.2413,3,1,1,311,Potential Loyalist
19563,4570,2,5893.2413,4,2,1,421,Potential Loyalist
18722,4612,2,5893.2413,5,1,1,511,Potential Loyalist
18721,4603,2,5893.2413,5,1,1,511,Potential Loyalist
18702,4634,2,5893.2413,5,1,1,511,Potential Loyalist
18729,4621,2,5893.2413,5,1,1,511,Potential Loyalist
22998,4693,2,5888.8213,5,1,1,511,Potential Loyalist
29835,4388,7,5887.9998,2,1,1,211,Needs Attention
18700,4656,2,5887.6942,5,1,1,511,Potential Loyalist
20284,4450,2,5887.6942,3,2,1,321,Potential Loyalist
14300,4419,3,5881.6163,2,1,1,211,Needs Attention
23378,4554,2,5875.5392,4,2,1,421,Potential Loyalist
19562,4552,2,5872.2463,4,2,1,421,Potential Loyalist
19652,4529,2,5872.2463,4,2,1,421,Potential Loyalist
19601,4527,2,5872.2463,4,2,1,421,Potential Loyalist
18768,4572,2,5872.2463,4,2,1,421,Potential Loyalist
20261,4479,2,5872.2463,3,1,1,311,Potential Loyalist
19653,4534,2,5872.2463,4,2,1,421,Potential Loyalist
18726,4627,2,5872.2463,5,1,1,511,Potential Loyalist
23137,4607,2,5872.2463,5,1,1,511,Potential Loyalist
18703,4602,2,5872.2463,5,1,1,511,Potential Loyalist
18767,4580,2,5872.2463,4,1,1,411,Potential Loyalist
23376,4597,2,5872.2463,5,1,1,511,Potential Loyalist
20260,4509,2,5872.2463,4,1,1,411,Potential Loyalist
19605,4515,2,5872.2463,4,1,1,411,Potential Loyalist
18698,4671,2,5872.2463,5,1,1,511,Potential Loyalist
20283,4459,2,5872.2463,3,2,1,321,Potential Loyalist
20427,4459,2,5872.2463,3,2,1,321,Potential Loyalist
19598,4522,2,5868.1357,4,2,1,421,Potential Loyalist
19565,4542,2,5865.6053,4,1,1,411,Potential Loyalist
18699,4659,2,5865.6053,5,1,1,511,Potential Loyalist
19593,4542,2,5863.7268,4,1,1,411,Potential Loyalist
20214,4514,2,5861.1963,4,1,1,411,Potential Loyalist
18769,4598,2,5861.1963,5,1,1,511,Potential Loyalist
14716,4347,3,5856.7874,1,1,1,111,Lost
14667,4398,3,5851.4262,2,1,1,211,Needs Attention
19564,4544,2,5849.0303,4,1,1,411,Potential Loyalist
29713,4388,4,5846.7427,2,1,1,211,Needs Attention
14049,4336,3,5846.2011,1,1,1,111,Lost
29498,4357,8,5835.052,1,1,1,111,Lost
18697,4687,2,5833.5824,5,1,1,511,Potential Loyalist
18467,4690,2,5833.5824,5,1,1,511,Potential Loyalist
19631,4536,2,5833.5824,4,2,1,421,Potential Loyalist
19616,4527,2,5833.5824,4,2,1,421,Potential Loyalist
19615,4528,2,5833.5824,4,2,1,421,Potential Loyalist
19620,4530,2,5833.5824,4,2,1,421,Potential Loyalist
20215,4532,2,5833.5824,4,2,1,421,Potential Loyalist
20236,4509,2,5833.5824,4,1,1,411,Potential Loyalist
19599,4520,2,5833.5824,4,1,1,411,Potential Loyalist
18723,4631,2,5833.5824,5,1,1,511,Potential Loyalist
23592,4408,2,5833.5824,2,2,1,221,Needs Attention
14276,4449,3,5811.591,3,1,1,311,Potential Loyalist
12286,4582,3,5806.6406,4,1,1,411,Potential Loyalist
11616,4585,3,5805.2829,4,1,1,411,Potential Loyalist
15662,4345,3,5804.6425,1,1,1,111,Lost
12404,4536,3,5803.1392,4,1,1,411,Potential Loyalist
15657,4359,3,5802.7308,1,1,1,111,Lost
14012,4350,3,5801.1597,1,1,1,111,Lost
15632,4406,3,5795.7914,2,1,1,211,Needs Attention
